Gender,Age,Under30,SeniorCitizen,Married,NumberofDependents,Latitude,Longitude,Population,Number_of_Referrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalCharges,TotalRefunds,TotalExtraDataCharges,TotalLongDistanceCharges,TotalRevenue,SatisfactionScore
Male,26,Yes,No,No,0,37.95338,-122.076886,32685,0,4,Offer E,Yes,34.69,No,DSL,47,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,56.75,245.15,0.0,0,138.76,383.91,3
Male,45,No,No,No,0,34.127621,-117.717863,34716,0,32,,Yes,25.21,No,Fiber Optic,26,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3183.4,0.0,0,806.72,3990.12,3
Male,48,No,No,No,0,37.612612,-121.108568,30668,0,26,,Yes,40.35,No,Fiber Optic,13,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.75,2146.5,0.0,0,1049.1,3195.6,3
Male,31,No,No,No,0,37.257772,-122.051824,30589,0,5,,Yes,7.83,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.25,109.8,0.0,0,39.15,148.95,3
Female,66,No,Yes,No,0,33.797638,-118.11662,38902,0,23,,Yes,8.72,Yes,Fiber Optic,18,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card,79.35,1835.3,15.41,0,200.56,2020.45,5
Male,24,Yes,No,Yes,1,36.757345,-119.818274,16346,1,72,,Yes,22.78,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.35,1354.4,0.0,0,1640.16,2994.56,3
Male,36,No,No,Yes,0,34.046174,-118.446333,41175,1,66,,Yes,25.83,Yes,Fiber Optic,24,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,95.3,6273.4,0.0,0,1704.78,7978.18,4
Male,49,No,No,Yes,2,34.137319,-118.029837,30028,7,72,Offer A,Yes,27.93,Yes,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.1,1790.8,46.81,0,2010.96,3754.95,3
Female,78,No,Yes,No,0,33.537646,-116.291089,3873,0,1,Offer E,Yes,24.75,No,Fiber Optic,22,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,71.15,71.15,0.0,20,24.75,115.9,3
Male,74,No,Yes,Yes,0,34.028735,-118.317236,47143,6,18,,Yes,5.73,No,DSL,13,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,59.1,1011.05,31.05,0,103.14,1083.14,3
Male,32,No,No,No,0,37.449537,-121.994813,2147,0,7,Offer E,Yes,9.25,Yes,Fiber Optic,29,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05,713.0,0.0,0,64.75,777.75,1
Male,72,No,Yes,Yes,0,37.458367,-119.345011,613,9,67,Offer A,Yes,48.68,Yes,Fiber Optic,17,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.9,6989.7,0.0,0,3261.56,10251.26,3
Female,25,Yes,No,Yes,3,33.143826,-115.497485,7857,6,32,,Yes,48.49,Yes,Fiber Optic,82,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,0.0,0,1551.68,4453.48,4
Male,69,No,Yes,Yes,0,32.800671,-116.483363,1604,7,69,,No,0.0,No,DSL,13,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,29.8,2134.3,0.0,0,0.0,2134.3,3
Male,71,No,Yes,Yes,0,34.105493,-117.660934,48827,7,34,,Yes,26.49,No,Fiber Optic,18,Yes,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,90.15,3128.8,0.0,0,900.66,4029.46,3
Male,47,No,No,No,0,40.346634,-120.386422,408,0,26,Offer C,Yes,3.26,No,DSL,6,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card,59.45,1507.0,0.0,0,84.76,1591.76,4
Male,28,Yes,No,No,0,33.807864,-117.923782,45086,0,4,Offer E,Yes,43.77,No,DSL,41,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,44.8,176.2,0.0,0,175.08,351.28,4
Male,66,No,Yes,Yes,0,33.766004,-117.786763,44117,1,41,Offer B,Yes,45.04,Yes,Cable,29,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,111.95,4534.9,0.0,0,1846.64,6381.54,2
Male,76,No,Yes,Yes,0,37.394536,-120.890747,7177,10,60,Offer B,Yes,17.05,No,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,97.95,5867.0,0.0,0,1023.0,6890.0,4
Female,48,No,No,Yes,0,33.309852,-116.823091,234,5,68,Offer A,Yes,9.76,Yes,Fiber Optic,15,No,Yes,Yes,No,No,No,No,No,One Year,No,Credit Card,86.45,5762.95,0.0,150,663.68,6576.63,5
Female,54,No,No,No,0,37.394536,-120.890747,7177,0,11,,Yes,9.52,No,Fiber Optic,4,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.2,999.9,0.0,0,104.72,1104.62,3
Female,29,Yes,No,No,0,39.24124,-120.054765,678,0,27,,Yes,1.31,No,Cable,53,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,56.15,1439.35,0.0,0,35.37,1474.72,3
Female,62,No,No,Yes,2,35.073777,-118.652112,25805,8,29,,Yes,5.35,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.1,692.55,0.0,0,155.15,847.7,3
Male,44,No,No,No,1,37.285677,-122.224165,1622,0,1,Offer E,No,0.0,No,Cable,19,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,33.6,33.6,0.0,50,0.0,83.6,5
Female,44,No,No,No,0,36.5276,-119.865999,5446,0,20,,Yes,22.75,Yes,Cable,11,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,68.9,1370.35,0.0,0,455.0,1825.35,5
Female,56,No,No,No,0,37.4695,-120.672724,809,0,46,Offer B,Yes,46.83,Yes,DSL,2,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check,79.2,3593.8,0.0,0,2154.18,5747.98,4
Male,22,Yes,No,No,0,40.448632,-122.306657,21418,0,1,,Yes,29.19,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.3,20.3,0.0,0,29.19,49.49,5
Female,57,No,No,No,0,33.885811,-118.206459,51387,0,1,Offer E,Yes,15.92,No,Fiber Optic,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.3,70.3,0.0,0,15.92,86.22,1
Female,55,No,No,Yes,0,37.287758,-119.548156,327,1,4,,No,0.0,No,DSL,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,25.15,99.95,0.0,0,0.0,99.95,4
Male,22,Yes,No,No,0,40.664483,-123.865325,264,0,60,,Yes,44.24,Yes,Fiber Optic,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,116.6,7049.5,0.0,0,2654.4,9703.9,3
Male,63,No,No,Yes,0,37.084697,-121.606417,5671,1,25,,Yes,35.27,No,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,90.4,2178.6,0.0,140,881.75,3200.35,3
Male,61,No,No,Yes,0,33.906496,-116.569499,732,1,7,,Yes,5.13,No,DSL,4,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,48.7,340.25,0.0,0,35.91,376.16,2
Male,59,No,No,No,0,33.638645,-116.55783,1500,0,33,Offer C,Yes,17.63,No,Fiber Optic,19,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.0,2576.8,0.0,0,581.79,3158.59,3
Male,28,Yes,No,No,0,36.385818,-119.224243,4517,0,1,Offer E,Yes,10.98,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0.0,0,10.98,31.18,1
Female,45,No,No,Yes,3,38.445603,-123.063756,187,5,71,,Yes,4.91,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.6,8100.25,0.0,0,348.61,8448.86,4
Female,38,No,No,Yes,3,33.794209,-118.317354,21065,5,4,,Yes,42.71,No,DSL,56,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,56.5,235.1,0.0,0,170.84,405.94,2
Female,32,No,No,Yes,3,37.722302,-122.491129,26297,6,68,,Yes,16.09,Yes,Fiber Optic,53,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,103.75,7039.45,0.0,0,1094.12,8133.57,3
Female,62,No,No,No,0,37.818589,-120.256995,167,0,7,Offer E,Yes,46.79,Yes,Fiber Optic,25,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,541.15,0.0,0,327.53,868.68,1
Female,20,Yes,No,No,0,34.078991,-118.263804,73686,0,1,,Yes,10.05,No,Fiber Optic,51,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.25,70.25,0.0,10,10.05,90.3,4
Female,30,No,No,No,0,35.559617,-118.925185,44915,0,2,,Yes,16.7,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.55,33.6,0.0,0,33.4,67.0,3
Male,58,No,No,No,0,39.07116,-122.598542,3684,0,2,,Yes,11.75,No,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.75,116.65,0.0,0,23.5,140.15,2
Male,39,No,No,No,0,32.677716,-117.047666,36351,0,43,Offer B,Yes,19.66,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.35,3161.4,0.0,0,845.38,4006.78,5
Female,26,Yes,No,Yes,0,33.600987,-117.862734,13422,5,60,,Yes,14.0,No,Cable,42,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,80.6,4946.7,0.0,0,840.0,5786.7,5
Male,42,No,No,Yes,3,34.238208,-118.55029,25751,2,72,Offer A,Yes,11.66,Yes,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.25,8041.65,0.0,0,839.52,8881.17,4
Female,40,No,No,No,0,33.798266,-118.300237,24660,0,41,Offer B,Yes,36.47,Yes,DSL,8,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,56.3,2364.0,0.0,0,1495.27,3859.27,5
Female,60,No,No,Yes,0,33.964131,-118.272783,58198,4,59,Offer B,Yes,16.39,Yes,Fiber Optic,14,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.75,5597.65,0.0,0,967.01,6564.66,3
Female,38,No,No,No,0,36.798882,-120.019511,807,0,7,,Yes,15.84,No,DSL,14,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,438.9,0.0,0,110.88,549.78,3
Female,61,No,No,Yes,0,33.829583,-116.474131,43141,8,64,Offer B,Yes,49.26,Yes,Fiber Optic,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.4,6794.75,32.24,0,3152.64,9915.15,3
Female,42,No,No,Yes,2,33.079834,-117.134275,17944,9,45,,Yes,21.73,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.0,886.4,0.0,0,977.85,1864.25,4
Male,63,No,No,Yes,3,34.007353,-118.033683,32050,4,70,,Yes,38.83,Yes,DSL,24,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.1,5979.7,0.0,0,2718.1,8697.8,4
Female,37,No,No,No,0,38.685069,-121.543709,854,0,23,Offer D,Yes,35.03,Yes,DSL,3,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,73.75,1756.6,0.0,0,805.69,2562.29,3
Male,71,No,Yes,Yes,1,39.273096,-122.050763,7503,1,58,Offer B,Yes,18.43,Yes,Fiber Optic,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,89.85,5125.75,0.0,130,1068.94,6324.69,3
Female,23,Yes,No,Yes,0,34.19225,-118.776874,14814,1,20,,Yes,27.96,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.35,393.15,0.0,0,559.2,952.35,3
Female,76,No,Yes,No,0,32.825086,-117.199424,51213,0,16,,Yes,17.51,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.75,1350.15,0.0,0,280.16,1630.31,2
Male,43,No,No,Yes,3,36.625114,-121.823565,38244,7,53,,Yes,31.86,Yes,DSL,56,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,78.75,3942.45,0.0,0,1688.58,5631.03,4
Female,64,No,No,No,0,34.165383,-118.123752,38460,0,11,,Yes,2.95,No,DSL,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51.1,531.15,0.0,0,32.45,563.6,4
Female,61,No,No,Yes,0,38.33788,-120.954202,9752,2,68,Offer A,Yes,46.7,Yes,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,110.8,7553.6,0.0,0,3175.6,10729.2,3
Male,21,Yes,No,No,0,33.787796,-117.875928,23172,0,16,,Yes,38.32,No,Fiber Optic,82,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.55,1170.5,0.0,0,613.12,1783.62,3
Male,57,No,No,Yes,1,32.980678,-116.262854,3577,1,5,,Yes,11.54,Yes,Fiber Optic,19,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.15,385.0,0.0,0,57.7,442.7,1
Female,37,No,No,No,0,33.994676,-117.372498,18999,0,3,,Yes,34.89,No,Cable,13,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,44.75,148.05,0.0,10,104.67,262.72,5
Male,31,No,No,Yes,0,32.961064,-117.134917,47224,1,67,Offer A,Yes,30.75,No,Fiber Optic,5,Yes,Yes,No,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,90.6,6056.15,0.0,0,2060.25,8116.4,1
Male,41,No,No,No,0,39.457388,-121.818201,3169,0,39,,No,0.0,No,DSL,14,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Credit Card,35.55,1309.15,0.0,0,0.0,1309.15,3
Female,27,Yes,No,Yes,2,33.634626,-117.874882,28687,1,23,,Yes,25.54,Yes,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.6,514.75,0.0,0,587.42,1102.17,5
Male,76,No,Yes,Yes,0,39.225694,-123.717354,1054,6,23,,Yes,46.82,No,Fiber Optic,11,No,No,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,90.45,2117.25,0.0,30,1076.86,3224.11,4
Female,74,No,Yes,Yes,0,38.358464,-120.579304,21,1,3,Offer E,Yes,3.29,No,Fiber Optic,9,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.4,224.05,0.0,0,9.87,233.92,2
Male,27,Yes,No,Yes,0,37.80707,-122.297401,21054,1,12,,Yes,27.82,No,DSL,26,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Credit Card,53.65,696.35,0.0,0,333.84,1030.19,1
Male,43,No,No,No,0,38.392821,-121.799917,18529,0,4,,Yes,13.02,No,Fiber Optic,15,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.2,237.95,0.0,0,52.08,290.03,1
Male,29,Yes,No,No,0,33.797638,-118.11662,38902,0,37,Offer C,Yes,12.69,Yes,Fiber Optic,69,Yes,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,3369.25,17.5,50,469.53,3871.28,3
Female,56,No,No,No,0,37.797526,-122.464531,2240,0,1,,Yes,1.17,Yes,Fiber Optic,27,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,94.6,0.0,0,1.17,95.77,1
Female,40,No,No,No,0,39.288127,-122.415841,844,0,41,,Yes,37.46,No,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,806.95,0.0,0,1535.86,2342.81,3
Female,29,Yes,No,Yes,2,37.924014,-122.511694,9038,8,43,,Yes,5.25,Yes,Fiber Optic,59,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.3,4209.95,0.0,0,225.75,4435.7,3
Female,56,No,No,Yes,0,36.527243,-118.594938,56,10,25,,Yes,3.6,Yes,,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,26.8,733.55,0.0,0,90.0,823.55,5
Female,48,No,No,No,0,34.244411,-117.072654,317,0,24,,Yes,38.79,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,104.15,2494.65,0.0,40,930.96,3465.61,5
Male,66,No,Yes,No,0,34.598221,-117.79593,6787,0,2,,No,0.0,No,DSL,6,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.45,47.5,0.0,0,0.0,47.5,3
Female,47,No,No,No,0,35.369553,-120.763864,10909,0,22,Offer D,Yes,5.28,Yes,,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,26.25,605.9,0.0,0,116.16,722.06,4
Male,48,No,No,No,0,33.936298,-116.849577,25859,0,22,,Yes,19.19,Yes,Fiber Optic,17,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.35,1730.35,0.0,0,422.18,2152.53,1
Male,48,No,No,Yes,2,33.69887,-117.25071,13151,6,67,,Yes,5.48,No,,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.4,1284.2,0.0,0,367.16,1651.36,5
Male,74,No,Yes,Yes,0,34.234912,-118.153729,20200,3,37,,Yes,49.37,Yes,Fiber Optic,4,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.5,3473.4,0.0,0,1826.69,5300.09,1
Male,44,No,No,Yes,0,38.415003,-122.998726,1880,6,53,,Yes,32.94,Yes,Fiber Optic,17,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,97.75,5043.2,0.0,0,1745.82,6789.02,3
Male,38,No,No,Yes,0,34.157137,-118.548511,27424,1,70,,Yes,39.63,No,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7534.65,0.0,0,2774.1,10308.75,2
Female,36,No,No,No,0,37.233226,-121.78809,10155,0,38,,Yes,46.18,Yes,,0,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63,3
Female,36,No,No,No,0,40.775272,-123.287414,269,0,54,,Yes,34.27,No,Fiber Optic,20,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,5299.65,0.0,0,1850.58,7150.23,4
Female,74,No,Yes,No,0,34.057256,-117.667677,54254,0,32,,Yes,48.62,No,Fiber Optic,12,No,No,No,No,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.5,2665.0,0.0,0,1555.84,4220.84,4
Female,50,No,No,Yes,0,37.233034,-121.947427,24443,3,21,Offer D,Yes,42.22,Yes,Fiber Optic,29,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86.5,1808.7,0.0,0,886.62,2695.32,3
Male,55,No,No,No,0,38.787446,-122.58675,7789,0,1,,Yes,42.19,No,Cable,29,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,62.8,62.8,0.0,0,42.19,104.99,5
Male,62,No,No,Yes,0,32.765299,-117.122565,33083,8,38,Offer C,Yes,6.97,No,,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.4,743.5,0.0,0,264.86,1008.36,5
Male,44,No,No,No,0,37.84551,-122.235181,15438,0,22,Offer D,Yes,10.33,Yes,Fiber Optic,19,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.35,2317.1,0.0,0,227.26,2544.36,1
Male,72,No,Yes,No,0,34.2112,-118.230625,7527,0,57,Offer B,Yes,9.1,Yes,DSL,16,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,79.75,4438.2,0.0,0,518.7,4956.9,4
Male,45,No,No,No,0,38.169605,-121.310964,4176,0,1,Offer E,Yes,20.3,No,DSL,16,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,50.15,50.15,0.0,0,20.3,70.45,3
Male,71,No,Yes,No,0,32.64164,-116.985026,12884,0,1,Offer E,Yes,11.51,No,DSL,21,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,46.3,46.3,0.0,0,11.51,57.81,4
Female,75,No,Yes,Yes,0,32.64164,-116.985026,12884,1,56,,Yes,26.82,Yes,Cable,18,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,68.45,4014.0,0.0,0,1501.92,5515.92,4
Female,73,No,Yes,No,0,33.902211,-117.914922,21157,0,7,,Yes,11.01,No,Cable,18,No,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,51.3,419.35,0.0,0,77.07,496.42,4
Female,36,No,No,No,0,34.419203,-119.710008,31727,0,27,,Yes,20.18,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.15,501.35,0.0,0,544.86,1046.21,5
Male,55,No,No,Yes,0,37.943954,-120.67108,2633,6,18,Offer D,Yes,31.79,No,Fiber Optic,19,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.2,1468.75,0.0,0,572.22,2040.97,5
Male,26,Yes,No,No,0,40.759401,-122.939337,3749,0,5,,Yes,22.16,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,95.55,0.0,0,110.8,206.35,4
Male,42,No,No,No,0,37.791998,-122.408653,13723,0,4,Offer E,Yes,12.24,Yes,Fiber Optic,11,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05,368.1,0.0,30,48.96,447.06,3
Female,32,No,No,Yes,0,34.105935,-117.2914,1779,1,8,,Yes,32.32,No,Cable,25,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.55,680.05,0.0,0,258.56,938.61,1
Female,58,No,No,Yes,0,34.702766,-116.093376,23,1,28,Offer C,Yes,16.85,No,Fiber Optic,13,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,2227.1,0.0,0,471.8,2698.9,1
Male,37,No,No,Yes,0,35.453912,-120.69461,29539,8,14,Offer D,Yes,45.57,Yes,Fiber Optic,10,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.65,1185.0,0.0,0,637.98,1822.98,5
Male,19,Yes,No,No,0,38.071327,-120.632221,4264,0,2,Offer E,Yes,5.33,No,Cable,52,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,55.1,113.35,0.0,0,10.66,124.01,1
Male,30,No,No,Yes,0,37.244307,-119.470256,3376,7,44,,Yes,23.75,No,Fiber Optic,53,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.65,3974.15,0.0,0,1045.0,5019.15,5
Female,34,No,No,Yes,0,38.392686,-120.415951,435,1,13,,Yes,29.49,No,DSL,2,No,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,43.8,592.65,0.0,0,383.37,976.02,3
Female,39,No,No,No,0,35.358953,-118.527064,1022,0,1,Offer E,Yes,9.05,No,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,75.7,0.0,0,9.05,84.75,3
Male,42,No,No,No,0,41.950683,-124.097094,2020,0,10,,No,0.0,No,DSL,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,33.9,298.45,0.0,0,0.0,298.45,1
Male,38,No,No,Yes,3,34.137412,-118.207607,27866,3,51,,Yes,37.63,No,,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.4,997.75,0.0,0,1919.13,2916.88,4
Female,62,No,No,Yes,0,32.787836,-117.232376,46086,1,6,,Yes,31.7,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,146.3,0.0,0,190.2,336.5,3
Male,77,No,Yes,No,0,36.902954,-120.194274,28434,0,57,,Yes,2.21,Yes,Fiber Optic,11,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,93.75,5625.55,0.0,0,125.97,5751.52,3
Male,55,No,No,Yes,0,36.751489,-119.68072,54701,8,72,,Yes,5.32,Yes,DSL,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,92.0,6782.15,0.0,10,383.04,7175.19,3
Female,28,Yes,No,No,0,36.799648,-119.801247,26580,0,67,Offer A,Yes,35.99,No,DSL,73,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,60.5,3870.0,0.0,0,2411.33,6281.33,3
Female,79,No,Yes,No,0,32.787836,-117.232376,46086,0,5,,No,0.0,No,DSL,15,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,45.7,198.0,0.0,0,0.0,198.0,3
Female,71,No,Yes,No,0,33.897122,-118.164432,55306,0,1,,Yes,42.5,No,Fiber Optic,8,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.0,85.0,0.0,0,42.5,127.5,2
Male,71,No,Yes,No,0,34.157137,-118.548511,27424,0,48,,Yes,5.87,Yes,Fiber Optic,2,No,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,99.0,4744.35,0.0,0,281.76,5026.11,4
Male,67,No,Yes,No,0,37.233034,-121.947427,24443,0,5,,Yes,45.72,No,Fiber Optic,6,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,477.7,0.0,0,228.6,706.3,2
Female,34,No,No,Yes,0,40.7666,-123.80458,155,0,4,Offer E,Yes,12.43,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,76.35,0.0,0,49.72,126.07,1
Male,28,Yes,No,No,3,34.291273,-118.505104,48867,0,8,,Yes,1.95,No,,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,159.2,0.0,0,15.6,174.8,5
Male,25,Yes,No,No,0,37.828416,-122.216005,36517,0,63,Offer B,Yes,22.73,Yes,Fiber Optic,73,No,Yes,No,Yes,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,105.4,6713.2,0.0,130,1431.99,8275.19,4
